IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,aicomfort,aitrust,treatment,statement,statementtotaltime,statementnumberclicks,cointasktimer,tasktimer_Click Count,heads,modalflips,expectedlied,expectedshirk,justifylie,risktolerance,liesonprolific,liessignificantother,liesdatingapps,liesontaxes,liedoncointask,qualtricsID,prolificid,Reviewed at,Time taken,Totalprolificapprovals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,session,Submission id
136.52.60.138,1273,3/28/26 19:43,R_5zZIQ2tl3hTKdac,33.7074,-117.7054,EN,85,40,t1,"I agree to conduct each coin flip using a real coin for this task (specifically a quarter). I will not misrepresent or lie about the results, and I will record the results truthfully, and with integrity.",275.198,49,63.441,1,6,5,65,60,"In a standard study like this, I do not see any circumstance(s) where misreporting would be justified. Misreporting the coin flip results would skew the data. The loss of data integrity would cause the study to lose its value, and the study would not be able to accomplish its intended goal(s) and purpose. The only circumstance I could potentially see misreporting the results be justifiable is if the person conducting the study explicitly asked a specified, recorded group of 'workers' to purposefully misreport their outcomes. Under the specific circumstances, the study's goal(s) and intended purpose would be different, thus the data would not be compromised.",70,1,10,1,3,2,R_5zZIQ2tl3hTKdac,69b84ff5029fc6b133575311,2026-03-29T15:02:03.515000Z,384,441,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",3,69c83b7f56f3a227f167ba95
41.242.160.38,716,3/28/26 13:47,R_81nDbqekcSFl3Ug,-33.914,18.4129,EN,92,79,t1,"I vow to keep it real, respect the process, and share my genuine thoughts, so we can create a space where everyone's voice matters.",119.963,5,64.143,1,6,5,50,10,"individuals might feel pressured by external incentive, leading to alter results.",74,65,90,100,0,2,R_81nDbqekcSFl3Ug,67ab548e9580333423342a83,2026-03-28T19:25:30.992000Z,1004,853,37,Male,White,Sweden,Sweden,Sweden,Swedish,No,Part-Time,6,69c8801e9d9a30116ba1cdb9
98.228.243.160,1497,3/28/26 17:20,R_3anSG8mB0ILLgU0,42.197,-88.0934,EN,60,71,t1,"I (state your name) do solemnly swear to tell the whole truth and nothing but the truth, so help me God",107.729,2,65.349,1,6,5,60,80,"If the individual feels that the process they are involved in is not dependent on outcomes from the action requested, but rather the written explanation of why it's ok to cheat on the task. From their perspective.",83,0,0,0,0,1,R_3anSG8mB0ILLgU0,652408b110c19343a504c45a,2026-03-29T15:02:47.132000Z,834,2145,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,4,69c8dfb5f6f109d024c397b3
81.157.60.133,277,3/29/26 02:51,R_2cSoYGLBObIPnON,50.9363,-1.4329,EN,90,20,t1,I promise to serve and honour your study to the highest of my natural integrity. I will always help you as best I can.,43.668,2,65.606,1,6,5,70,72,"If you had no legs to get up and find a coin. Or if you had no money, no coin to flip.",4,8,47,52,8,1,R_2cSoYGLBObIPnON,5ee33fb13c5362000a292c42,2026-03-29T01:41:59.186000Z,381,10261,28,Male,Other,United States,United States,United States,English,DATA_EXPIRED,Full-Time,3,69c8276baa2ec348ecc48056
216.255.164.21,527,3/28/26 13:14,R_1Hq2fIcUPWvV7Lq,41.3721,-71.8478,EN,20,30,t1,I am going to be honest in my reporting and not lie about the amount of heads vs tails I get in order to get more money.,43.477,2,65.721,3,6,6,65,65,"If you are desperate for money, and these studies are the only way you are making money. If you are truly that desperate then lying for an average of 50 cents would be justifiable. Otherwise what is the point in lying for such a minor additional reward? It would be morally reprehensible.",40,10,10,1,5,2,R_1Hq2fIcUPWvV7Lq,671af4e655088bbeaf8b7317,2026-03-28T19:21:48.251000Z,590,412,22,Male,Asian,India,India,India,English,No,Unemployed (and job seeking),7,69c82d3ccf2e58da17276cbf
107.159.87.77,1064,3/28/26 19:48,R_51XbRvLyYzqAtvO,45.5467,-73.6718,EN,88,70,t1,"I believe it’s important to participate in the study with sincerity, so I think we should approach the assigned tasks with dedication.",103.507,2,65.836,2,6,5,50,30,I would think it is a case where the problem was understood to be an attention check and was written accordingly.,40,1,31,50,1,2,R_51XbRvLyYzqAtvO,6983693d5b0ba7d5bbacd90a,2026-03-29T01:41:15.784000Z,685,2446,43,Female,Black,South Africa,South Africa,South Africa,Other,No,Full-Time,3,69c849056d2315d942ad6082
50.34.240.106,289,3/28/26 14:11,R_3hlRB6HuBLSjvRF,47.7678,-122.1187,EN,40,30,t1,"I promise to only use a real coin, to accurately report the results of my coin flip, and to pay attention to the rest of this survey.",39.045,2,66.305,1,6,6,60,81,"I don't think misreporting would really every be justifiable, because you can always cancel the survey. I guess if someone was really desperate and needed the money, it could be acceptable to use a digital coin instead of a real one, but I don't see any reason to lie completely.",30,0,5,0,8,2,R_3hlRB6HuBLSjvRF,69bf733c9f8e5519ed6a166a,2026-03-29T02:05:15.524000Z,271,170,20,Male,Asian,Malaysia,United Kingdom,Malaysia,Mandarin,DATA_EXPIRED,DATA_EXPIRED,7,69c82607ae65b22e428b3b36
23.243.162.7,540,3/28/26 13:47,R_3gLBE6FNiWHQX0x,34.236,-118.5235,EN,100,100,t1,"I pledge to play the coin task with a real coin and to give my honest reporting of each flip, whether it be heads or tails.",130.711,2,66.959,7,6,5,30,30,I think it would be justifiable to misreport the flips if by chance the outcome was a majority of heads. Then people might be inclined to report lower numbers so that they wouldn't be accused of cheating.,40,10,10,10,10,2,R_3gLBE6FNiWHQX0x,66dcb77e1afbc2e7fa393b87,2026-03-28T19:26:51.232000Z,1197,589,24,Male,Mixed,Egypt,Egypt,Egypt,Arabic,No,Full-Time,3,69c82d9fa22e66d131c01e5b
199.30.169.31,570,3/28/26 19:32,R_6ukjJJ1QbYtuH3b,42.6928,-88.0371,EN,25,30,t1,I swear to put forth only integrity and truthful answers where this coinflip reporting is concerned. It is of the utmost importance that I handle this honestly.,113.709,6,67.217,6,6,5,30,40,"I don't think there are any circumstances where misreporting would be justifiable. Some people might try to do it to get more money, given there was a supposed incentive of $.10 per heads result, but it's also statistically more improbable to get an uncommon answer (although not entirely impossible).",35,0,0,0,0,2,R_6ukjJJ1QbYtuH3b,672aea5a3efac5a78f66707a,2026-03-29T01:53:09.701000Z,971,3552,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,69c907baefc88584e964e25a
172.119.58.64,641,3/28/26 13:21,R_3iyyNnNxiglArJf,33.781,-118.2622,EN,90,75,t1,"for the sake of this study and accuracy, lets truthfully contribute by using a real coin and flip them in real life to contribute to this study.",140.366,4,67.968,1,6,5,40,30,"I don't think misreporting is justifiable at all. if you were not going to do it properly, you should have not participated. once circumstance I can think of.... you were flipping the coin and coin rolls into a place where coin is no recoverable and you don't have any coins. then maybe you should report it as 5 heads.",45,0,0,0,0,2,R_3iyyNnNxiglArJf,69b306d0aabcb968f7ca7ec5,2026-03-28T20:07:59.871000Z,1323,1288,28,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time,4,69c87eca6ac3a030e83be06e
69.117.75.126,762,3/28/26 13:21,R_3MSfOMUCw0hFldD,40.847,-73.8616,EN,59,72,t1,I take an oath that I will be honest with the coin task and accurately state how many flips are heads and how many flips are tails. This is something that I promise.,154.851,6,68.048,1,6,5,60,45,"I don't think misreporting could be justifiable. I feel honestly is an important quality to have, whether others are looking or not. Some can make the argument that misreporting could be justifiable because that person is very low on money and need to make as much as possible. Since flipping heads equals money, some will probably try to pick a very high amount of heads without actually flipping a coin. Or, maybe somebody doesn't have an actual coin to use, so that may be justifiable.",44,0,0,0,0,2,R_3MSfOMUCw0hFldD,697cba859657746d4f1eb64f,2026-03-28T19:24:29.081000Z,225,3019,25,Female,White,Germany,United States,Germany,German,No,Full-Time,4,69c8cd1958b9759aa7c8f453
75.128.85.139,879,3/28/26 14:16,R_7FIEhdOaloibUuA,42.1055,-83.2795,EN,100,98,t1,"It is important in life to have integrity. Integrity bring self-worth, value and inner peace. The ability to feel content and at ease with yourself is never worth surrendering to poor judgements.",243.898,3,68.097,1,6,7,69,58,"There is no reasonable justification for misreporting. If someone is delusional or impaired, they may misreport, but that isn't even justifiable, really. If someone reported in error, maybe, but that even seems impossible to do.",30,0,0,0,0,2,R_7FIEhdOaloibUuA,66abf0c472f051b5e40cfbfd,2026-03-29T15:02:12.293000Z,405,630,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,7,69c8268f307b48e7817297b2
156.201.20.120,527,3/28/26 19:34,R_2rIywCqVqNLUOUG,30.4581,31.176,EN,91,73,t1,I commit to reporting my coin toss results truthfully and accurately without exaggeration omission ensuring fairness integrity for all participants.,75.754,16,68.176,2,6,8,73,42,"Misreporting may be justifiable only in rare cases where telling the truth could cause serious harm or violate privacy. In this task, there is no valid reason to misreport, so honesty should always be followed.",72,0,19,2,1,2,R_2rIywCqVqNLUOUG,6980b37761737090ad122e6f,2026-03-29T02:55:19.445000Z,1023,543,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,3,69c83195abe45228164797c7
148.252.164.211,535,3/29/26 01:05,R_8Yt4z6OrQwmH6hv,51.4964,-0.1224,EN,80,81,t1,My vow is to carry out the task as directed and I will promise to give you an accurate answer.,103.602,3,68.755,1,6,5,10,10,I don't see why misreporting could be justifiable. What would be the point in taking the survey if you weren't going to carry out the task honestly. It would not be helpful to the researchers and would be wasting their time.,60,0,10,1,1,2,R_8Yt4z6OrQwmH6hv,6698fc62f96edf831c581886,2026-03-29T01:51:34.565000Z,896,439,21,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Other,4,69c8857e5cc753237cb3d773
76.182.144.153,608,3/29/26 09:30,R_6o6GtMGaebiqYOL,41.4978,-83.7267,EN,70,65,t1,I vow to use the appropriate coin and physically complete the coin flips in order to complete this task thoroughly.,154.951,4,69.205,1,6,5,30,50,"While I do not think misreporting is not justifiable in most every situation, I think there could be a very few times where is could be justified. This includes a situation when a person may not even own a single quarter. I also think it could possibly be misrepresented if someone were to flip 10 heads and 0 tails. They may feel like they need to even out their results.",40,10,5,20,0,2,R_6o6GtMGaebiqYOL,697f7fca826a7c63e70ef7d8,2026-03-29T02:04:06.437000Z,709,197,34,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,6,69c893ae9c1511fcfac8f45d
66.212.216.54,928,3/28/26 19:38,R_53s5uWzuLDYdZeb,41.6062,-71.9795,EN,75,49,t1,In this task I will flip my coin 10 times and whatever comes up is what I will honestly report.,194.401,6,69.743,2,6,5,5,3,"I don't see it justifiable under any circumstances. Its not that big of a deal, the stakes are minimal. Its easier to tell than truth. Lying is work [for most of us anyway].",20,0,1,0,10,2,R_53s5uWzuLDYdZeb,673feeafa80a279f5cc63e33,2026-03-29T02:55:50.316000Z,453,2162,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8c179f82555b7ab8b3b51
81.135.137.142,472,3/29/26 02:20,R_8XsyGNxeB1U3qUh,50.5259,-3.6165,EN,30,43,t1,I promise to genuinely flip the coin and note down whether it lands on heads or tails. This is important for the validity of this experiment.,77.397,3,69.767,2,6,4,61,61,"Lack of time may be justifiable for this, but shouldn't be really as pre warning of time was given. Interuption by family member or something else may be a reason for misreporting. There is also the possiblity of not being able to find a coin and time starting to run out",46,15,5,3,8,2,R_8XsyGNxeB1U3qUh,5a5a4bc8e0cf3d0001267426,2026-03-29T15:03:17.518000Z,486,3254,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,7,69c826a3eafffd34fdb7bf68
188.30.63.69,1220,3/29/26 01:29,R_2eRq7p4xPXVfZgx,55.867,-4.2621,EN,90,92,t1,i will be honest when i do the task and i will be truthful,85.378,2,70.666,1,6,5,66,46,Under no circumstances would misreporting could be justifiable. This is cheating.,75,1,18,0,0,2,R_2eRq7p4xPXVfZgx,5c643f1140c2610001424b7f,2026-03-29T15:01:57.807000Z,419,571,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other,3,69c8346c85d7006161a4ad66
90.69.108.123,835,3/29/26 09:51,R_84C2PfXBb2dT3Jl,39.875,-0.0514,ES-ES,46,40,t1,I swear I will only tell the truth no matter what when as long as it is designated for the purpose of science and investigation,170.419,5,70.702,4,6,6,33,10,"Maybe someone who's in a poor economic situation and every single cent helps them keep moving in life, though I doubt someone in that situation would be on prolific. Someone who doesn't have a coin accessible, but again, not really a common case.",70,6,16,15,32,2,R_84C2PfXBb2dT3Jl,6984d685c853616d580a0f71,2026-03-29T16:26:39.163000Z,1043,1230,35,Female,Asian,India,India,India,English,DATA_EXPIRED,DATA_EXPIRED,3,69c85ec214935911fed07cc2
172.56.193.39,592,3/28/26 13:14,R_6zKOqPc7fqCwurL,42.3973,-71.0372,EN,91,87,t1,"I will remain honest with this challenge and will say the correct number of heads I get no matter the outcome, I will not let the bonus effect what I report.",136.963,1,71.078,2,6,7,70,51,If they didn't have a coin around to do the challenge maybe they would just say a number. They keep hitting items while flipping the coin so they just say heads. If they really need the bonus money because they are broke.,83,20,73,74,0,2,R_6zKOqPc7fqCwurL,695fa276f0ff6947c14771b8,2026-03-29T01:41:17.854000Z,433,1233,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,3,69c851f3c7e287777676f73d
97.121.128.193,262,3/28/26 13:08,R_3HLhkxzzS2GyyDf,38.7893,-104.8221,EN,36,42,t1,I will flip the coin as instructed and use the actual results like they are intended to be used.,42.359,1,71.208,1,6,6,51,19,I do not believe misreporting would be justifiable. It would be wrong to do this and should not be done by anyone who is taking this survey. An oath was taken to do this survey and people should abide by what they commit to do.,30,0,0,0,0,2,R_3HLhkxzzS2GyyDf,6740a7474c623fa5738fda70,2026-03-28T19:21:30.630000Z,696,859,49,Female,White,Slovakia,Slovakia,Slovakia,English,No,Full-Time,4,69c8917e486e1d9bbf129261
41.44.162.55,800,3/28/26 13:18,R_8UBY9KIjmCehzCV,30.0507,31.2489,EN,70,60,t1,I commit to completing the coin task of this study with integrity and in my own words. I will answer truthfully and will not alter my responses to fit expectations.,176.377,5,71.551,2,6,5,5,52,"Not being able to differ between the drawing of heads and tails, flipping the coin wrongly (some people just throw it above their head, and it lands on the same face every time)",71,0,5,5,0,2,R_8UBY9KIjmCehzCV,69836df86308c6745594bb77,2026-03-28T19:26:03.903000Z,1032,2444,43,Female,Black,South Africa,South Africa,South Africa,Other,No,Full-Time,6,69c8805f28b004c3c85be443
156.210.152.124,1346,3/28/26 19:50,R_2pPNJ4i81E7nzst,30.5868,31.5026,EN,91,81,t1,I will be honest in my answers and follow the rules of this study. I will not mislead or give false information.,202.96,4,72.181,10,6,5,45,7,"In my opinion, there is no real justification for misreporting as long as you agreed to the conditions of the study. You should remain honest no matter what your reason is, even if you feel the need to misreport , you should inform the researcher about it.",30,1,2,1,1,2,R_2pPNJ4i81E7nzst,6989e054b17c89e8a3bb1a3b,2026-03-28T17:33:52.587000Z,688,9170,41,Male,Black,United States,United States,United States,English,No,Part-Time,6,69c87f91637765d9bb5c12fa
24.77.136.124,503,3/28/26 19:30,R_7QYzSW410yGxfix,49.8666,-97.1957,EN,76,76,t1,I promise to follow the instructions and flip an actual coin ten times. I will be honest about the number of times I land on heads.,66.862,1,72.277,1,6,5,25,25,"I cannot think of any scenario where misreporting would be justifiable because lying is lying. However, some people who need the money from doing these studies might lie or pretend to flip a coin when they do not have a coin to flip.",60,0,0,10,5,2,R_7QYzSW410yGxfix,650062cd6cef58594c7a5c78,2026-03-29T15:02:31.619000Z,283,522,36,Female,White,Turkey,United Kingdom,Turkey,Turkish,No,DATA_EXPIRED,3,69c85c42f5e713de348976bb
65.50.140.146,302,3/28/26 13:58,R_7qdrNFWHSRRKrV0,34.1473,-118.1446,EN,54,31,t1,I will complete the task with honesty and integrity,37.593,1,73.454,1,6,5,60,60,I don't think misreporting would ever be justifiable,40,0,0,0,0,2,R_7qdrNFWHSRRKrV0,69c0864ff3a26c63f53c2201,2026-03-29T15:03:42.036000Z,481,3024,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,69c8a74757c24c4f933535f8
172.56.33.254,416,3/28/26 15:04,R_1z8czfYTj625owI,38.9034,-76.9882,EN,25,6,t1,"I promise to complete the coin flip task as directed and I further promise to report my results honestly, accurately, and correctly on the survey form.",60.436,1,73.701,1,6,7,30,10,"I can't think of any circumstances where misreporting would be justifiable. If you agree to do the study, you agree to do it correctly and honestly. If you are misreporting, you are being dishonest. That is not ethical, and it is not acceptable in scientific research.",71,0,2,5,5,2,R_1z8czfYTj625owI,693b90a846083092cd5d1f9f,2026-03-29T15:01:56.986000Z,599,3453,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,3,69c8621994b2866ee0af0730
154.183.209.115,733,3/28/26 19:39,R_2BWmiGbP1NCmLiF,26.9035,31.4286,EN,70,74,t1,"I solemnly swear to report the results of my coin flips with complete accuracy and truthfulness. I understand that the integrity of this research depends on my honesty, and I will not alter my actual results to gain a higher bonus.",93.131,1,73.842,1,6,10,49,48,"I honestly believe that misreporting results is generally wrong because it ruins the integrity of the academic research. However, one could argue it might be justifiable if a participant is facing extreme financial hardship and desperately needs the bonus money to afford basic necessities like food or medicine. In that specific scenario, the urgent need for survival might outweigh the ethical obligation to provide perfectly accurate data for a university study.",100,100,63,63,77,2,R_2BWmiGbP1NCmLiF,6984840e0bc6423e5ee5114a,2026-03-28T23:43:04.458000Z,496,1926,37,Female,Mixed,United States,United States,United States,English,No,Part-Time,4,69c9107004745d0bc4533462
189.203.252.100,636,3/28/26 13:15,R_7sVJP1cChrWyJCV,19.4453,-99.1474,EN,70,80,t1,"I would like to let you know that I try to be a very honest person in my personal and proffesional life, mostly because I like to be treated like that as well, with honesty.",111.615,1,74.823,2,6,6,70,50,Probably the persons were in a place where they couldn't flip a coin properly and they decided to invent the numbers or use an AI tool.,20,10,30,30,10,2,R_7sVJP1cChrWyJCV,5a59958deedc32000142827d,2026-03-28T19:23:44.748000Z,315,696,50,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,3,69c8261aeb63657aeee131be
188.31.71.137,373,3/29/26 01:13,R_8Y4XazBewoXLsff,52.539,-1.9883,EN,10,20,t1,i think it will be easily achieved by using the coin task that was explained at the beginning,73.284,1,77.414,3,6,5,10,40,i dont think there is any reason to misreport,30,30,50,0,10,2,R_8Y4XazBewoXLsff,59aee22a7f6c84000151bd99,2026-03-29T15:01:41.331000Z,563,648,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,4,69c898d4e2203e502535360a
98.149.18.67,528,3/28/26 13:16,R_6opAq9NIfDNpAqi,33.7518,-117.9932,EN,71,66,t1,I will try my best to be honest with my coin toss!,86.128,5,77.855,3,6,7,61,51,"I do not think misreporting would be justifiable in this case. People should take the project seriously and flip the coin. Otherwise, they should not participate.",63,0,11,1,0,2,R_6opAq9NIfDNpAqi,699794ff59dd4066d19736be,2026-03-28T19:40:19.842000Z,395,4734,39,Female,White,United States,United States,United States,English,No,Full-Time,7,69c8264a17d424233cd5d2ab
41.45.153.14,736,3/28/26 19:37,R_8Xq84l1EBW8AjwB,31.2054,29.9169,EN,51,51,t1,We all have to be honest at doing work .. we do not need some one to see us to do perfect work .. allah see us,105.281,2,77.913,1,6,9,63,21,There is should not be any circumstances for misreporting .. every one should have his own conscience and do not accept money that is not his right,29,0,7,0,0,2,R_8Xq84l1EBW8AjwB,6989b8fe241dafd16baddacb,2026-03-28T19:29:44.111000Z,250,649,40,Female,Mixed,United States,United States,United States,English,No,Full-Time,6,69c87f4119bf4e07d59eacda
86.137.58.2,531,3/29/26 02:09,R_8YD2YoAR4u8A6CB,51.3503,-0.2014,EN,40,62,t1,I will flip my coin according to these instructions and I promise to undertake the task properly and tell the whole truth when delivering my results.,73.862,2,78.801,1,6,4,20,20,If you couldn't see the front of the coin properly and needed to use guess work.,35,30,13,2,3,2,R_8YD2YoAR4u8A6CB,552bf9b4fdf99b59afb6c38c,2026-03-28T21:24:30.591000Z,712,5668,28,Female,White,United States,United States,United States,English,No,Full-Time,6,69c881e03cfb8ed6847048ea
198.232.119.123,806,3/28/26 14:47,R_5CT5FJEf8QdUtR7,37.751,-97.822,EN,33,33,t1,"Personal code of honor - I would like to think that my price for telling a lie is more than $0.10. If I lie about the a coin toss to gain that, what is my word worth?",188.227,1,78.846,2,6,7,67,50,"I cannot think of a circumstance where lying to get $0.50 (assuming the maximum versus the average) would be justifiable. I can think of rationalized justifications but that is not the same as being justifiable,",25,1,33,0,33,2,R_5CT5FJEf8QdUtR7,67a60aab3179b5e743db2a2b,2026-03-29T15:03:36.692000Z,464,1613,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,6,69c87f25fba29b2f58304d88
78.147.46.161,418,3/28/26 13:17,R_2YS15IgHUSRHjsh,52.9538,-1.1571,EN,74,70,t1,i will be honest and behave with integrity in my reporting and be respectful of the rules of the game,104.683,3,79.319,2,6,5,60,70,if you felt that you had really bad luck with the flipping and was fell below the expected amount,30,20,10,20,5,2,R_2YS15IgHUSRHjsh,5f3ec93efbd299158253f283,2026-03-28T20:40:37.506000Z,429,6291,51,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6,69c87eb09e330b2da096b58a
67.182.166.6,610,3/28/26 13:52,R_7cRJS8lhoaJEOD4,37.9186,-121.3132,EN,51,42,t1,"I think all the participants should honestly take this research serious because it is not that hard, it certainly is very easy, well explained anyone can do this.",106.8,1,80.045,8,6,5,100,88,"many people will fail such a simple task just to complete the survey, I think this is very easy and not hard at all to do, flipping a coin in your own home takes 0 seconds out of your day to do but In my opinion a misreport could b justifiable if they get it correct because then that means they are paying attention and not just scrolling past just to finish the task.",34,0,4,0,0,2,R_7cRJS8lhoaJEOD4,69b077a911fe32357f38b049,2026-03-28T19:23:38.163000Z,694,337,22,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,3,69c825f67c61a60983f2ef4a
151.224.89.219,511,3/28/26 13:13,R_2E0Srh5qVo659F7,53.7972,-1.668,EN,100,80,t1,I will complete this task with genuine honesty and hope that all the other participants also do the same as we should respect the researcher.,101.29,3,83.078,1,6,4,5,20,I personally don't think any circumstances are justifiable. As a member of Prolific I am here to give my honest opinions and giving misleading information is not only morally wrong it prevents studies from reporting genuine results and causes misinformation. I would not like to think that other participants in this study would intentionally mislead their results for this study.,40,0,0,0,20,2,R_2E0Srh5qVo659F7,678e978dfeca0ba2fca8109f,2026-03-28T19:22:23.239000Z,368,2808,28,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),4,69c8cda692f15ae85a39111c
185.134.147.149,647,3/28/26 13:15,R_8PYuFUQfPdi5B4R,53.3297,-6.2708,EN,45,65,t1,"I will find a real, physical coin and not a virtual coin. I will make sure to flip it and report the true outcome of the coin at all times.",92.894,19,83.422,6,6,6,62,77,I would think under most circumstances misreporting would not be justifiable. Only if reporting the truthful result would in no way impact the results of this study or if the aim of this study was to somehow ascertain how many people would misreport.,51,2,10,0,0,2,R_8PYuFUQfPdi5B4R,697a689a57b452aa04a92439,2026-03-28T20:08:33.655000Z,546,3522,71,Female,White,United States,United States,United States,English,No,Full-Time,6,69c881d22d8f56af3cf4ede3
86.142.103.57,544,3/28/26 19:55,R_2xGgHSHURZQ3aZe,51.8686,-2.2446,EN,74,63,t1,"In order to complete the task, I vow that I will toss a physical coin ten times and honestly report the result.",139.768,1,84.16,2,6,5,30,60,"I don’t think there really are any circumstances in which misreporting the results of the coin tosses would be justifiable. People are being asked to flip the coin as part of the survey and will receive a payment for doing so, therefore they should follow the instructions they are given.",43,4,13,29,4,2,R_2xGgHSHURZQ3aZe,59fa3f3705d1d60001f149da,2026-03-29T15:01:42.816000Z,1056,3154,46,Female,White,South Africa,United Kingdom,United Kingdom,English,No,Full-Time,6,69c881eac7131dcc1fad6a0f
207.65.143.2,500,3/28/26 13:16,R_9TSO5CtnupQVXMh,35.4338,139.6496,EN,82,71,t1,"I swear that I did coin task, I flipped 10 times",179.895,11,84.234,1,6,5,80,20,If they can't prepare the coin,31,11,12,31,11,2,R_9TSO5CtnupQVXMh,698dfc426fe6028173b96d2e,2026-03-29T02:16:33.762000Z,426,994,28,Female,Mixed,United States,United States,United States,English,No,Full-Time,3,69c83dc2b7d7785d34797108
72.172.37.79,430,3/28/26 13:11,R_5uJovQNClcoYCfp,35.4146,-80.4171,EN,91,91,t1,"I vow to tell the truth about my coin flip, and I hope everyone else does as well. For the sake of honesty.",74.436,1,85.043,1,6,6,10,30,"Misreporting would be justifiable if you didn't have a coin and you reported a number that was not uncommon, such as 5. I feel like that would be a very reasonable thing to do given the circumstances. It would be wrong to say something like 10 heads, just to get the money.",20,10,1,0,5,2,R_5uJovQNClcoYCfp,6942b9546065aeb7e30fd87a,2026-03-28T19:22:26.345000Z,837,15,23,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time,5,69c941fb5995b4813fe1f26f
63.192.241.105,439,3/28/26 19:55,R_3Qro5zuQ9v01MZf,34.0007,-81.0348,EN,77,63,t1,I vow to complete the assigned coin flipping task with a physical coin to see how many times it lands on heads.,59.995,1,86.99,1,6,5,35,20,If you did not have a physical coin in your possession then this could be a justifiable explanation. This person could have used something else to symbolize a coin.,59,0,5,5,0,2,R_3Qro5zuQ9v01MZf,65a4058b889d045da054b931,2026-03-28T20:08:30.870000Z,947,2262,63,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6,69c87ee2bce8c958e3d07cb3
99.250.13.70,839,3/29/26 09:26,R_3Qqh6bvTxNGUYO5,43.3854,-80.4905,EN,40,29,t1,"I Ashley, promise I will truthfully record the results this experiment. I will flip the coin 10 times and honestly record the result of the 10 flips. I will not change or alter the results in anyway.",318.466,4,87.588,1,6,5,20,10,"Misreporting purposely shouldn't be justifiable. The only thing I can think of is if they miscounted or the coin rolled out of sight and needed to be reflipped, then it might be misreported.",30,2,1,0,0,2,R_3Qqh6bvTxNGUYO5,699f829b7f276d8187875baa,2026-03-29T15:01:55.335000Z,439,3229,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,6,69c87ee00d1e384851fdea3f
81.98.68.72,588,3/29/26 01:30,R_8zUPLwphhjYdLZD,53.1369,-1.1995,EN,61,75,t1,"I think in order to make the task fair, everybody should report a truthful outcome of the coin tossing task.",82.093,1,87.933,1,6,6,50,40,I don't think misreporting the outcome is justifiable in any case. Although there will always be dishonest people who will either a) report incorrectly b) not even flip a coin because they can't be bothered and nobody will be any the wiser. Obviously the monetary aspect could also influence misreporting of the results.,9,4,2,0,0,2,R_8zUPLwphhjYdLZD,6229dc51dff340226697778e,2026-03-29T15:03:22.613000Z,335,1242,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",3,69c82bfe91b11480653335de
102.40.62.63,904,3/28/26 19:40,R_8feAk4HWEwRg8Ck,31.2054,29.9169,EN,80,80,t1,I do this task with my thoughts that I must be honest as my responses will involve in the results of the study,251.715,16,88.258,6,6,6,68,60,I think it is important to be honest when doing any tasks in my career. Misreporting will lead to inaccurate results and affect the purpose of the study so I think misreporting is unacceptable to avoid bad and unfavorable results,67,0,0,0,0,2,R_8feAk4HWEwRg8Ck,699213047dfaf33552ba4a02,2026-03-29T01:51:37.023000Z,674,2012,53,Female,Black,United States,United States,United States,English,No,Full-Time,4,69c8cb994d573900351df768
